,N,Bx,By,Bz,Ex,Ey,Ez
580,100000,1.832981149484463e-12,-6.309979535284544e-13,1.393000051372691e-10,36543.378239757054,-36877.33715631385,-192638.08910238434
581,100000,-2.7879773080972417e-13,-8.193732263850292e-14,1.4103680879105038e-10,619.079461356529,-13767.885136354804,-198261.62668757557
582,100000,-1.2720669509560196e-12,7.03030731936573e-14,1.3640740907084543e-10,-16604.525828073376,-389.0561538476,-196188.55238728932
583,100000,-6.436580194346957e-13,-1.9535557602645905e-13,1.3615890078934667e-10,-47210.921965242276,1866.6457894380956,-173788.37820448025
584,100000,1.217683232967779e-12,1.5296520053586643e-13,1.35391024790936e-10,24771.879021982902,8543.24768700825,-186878.3753170062
585,100000,-1.010232162630774e-12,3.185440418681297e-14,1.3414383054461467e-10,3514.775728167847,-6138.290908604521,-176190.32615299907
586,100000,-1.4492678388788036e-12,1.707465847401372e-12,1.420141875004579e-10,-32024.84477976945,19740.371436644862,-200832.21534163586
587,100000,6.105029676028519e-13,9.473210902894106e-14,1.3671317263193766e-10,8145.814664133748,6299.475512991222,-198860.2300886017
588,100000,3.6138588226955305e-13,2.9892737630465317e-12,1.3646491009559082e-10,4355.166135105206,47795.6997483135,-176545.34569807883
589,100000,-8.821183589138952e-13,5.537869902445673e-13,1.3509729255213488e-10,-3834.3089622626853,18080.07460409298,-180304.5745097997
590,100000,2.944201171922184e-12,4.199720749267749e-13,1.3713887284693565e-10,40192.53393543368,18984.13928312319,-194298.95983270698
591,100000,2.1223262188471218e-12,-3.5560183868536776e-13,1.345376632945747e-10,35072.80116781283,-6923.811374600284,-174726.4222660941
592,100000,-1.6010619233653877e-12,-2.422828577443303e-13,1.395840154014918e-10,-48578.77438864989,-23590.04642713131,-199619.47065900217
593,100000,-1.2832656700951966e-12,9.476827785357383e-13,1.3902556247863231e-10,-25075.438359330805,3771.369799282104,-196312.83300386815
594,100000,-1.5999955019743736e-12,-3.1224303121076896e-14,1.3107500156589802e-10,-21757.857717592768,9446.758819321334,-168226.37197240943
595,100000,2.2060071271551907e-13,8.823505001077923e-13,1.4076241751633137e-10,4139.588548386948,24711.596636258786,-204577.86102798185
